X,Y,id,initialdate,finaldate,area_ha,iso2,iso3,country,admlvl1,admlvl2,admlvl3,admlvl5,map_source,broadleaved_forest_percent,coniferous_forest_percent,mixed_forest_percent,sclerophillous_vegetation_percent,transitional_vegetation_percent,other_natural_percent,agriculture_percent,artificial_percent,other_percent,natura2k_percent,noneu,updated,area_code,eu_area
,,"226662",2024/02/29 11:19:00,2024/02/29 13:03:00+00,"147",DE,DEU,Deutschland,Thüringen,Thüringen,Gotha,Wölfis,sentinel,0,0,0,0,99.9999999999315,0,0,0,0,100,"0",2024/03/11 07:40:34.706,EU,EU
,,"226681",2024/03/04 11:44:00,2024/03/04 11:44:00+00,"23",DE,DEU,Deutschland,Bayern,Oberpfalz,Neustadt a. d. Waldnaab,"Grafenwöhr, St",sentinel,0,0,0,0,99.9999999995833,0,0,0,0,100,"0",2024/03/11 09:06:00.004,EU,EU
,,"226682",2024/03/09 11:51:00,2024/03/09 11:51:00+00,"2",DE,DEU,Deutschland,Bayern,Oberpfalz,Neustadt a. d. Waldnaab,"Grafenwöhr, St",sentinel,0,0,0,0,99.999999995,0,0,0,0,100,"0",2024/03/11 09:07:07.321,EU,EU
,,"226683",2024/03/09 11:51:00,2024/03/09 11:51:00+00,"15",DE,DEU,Deutschland,Bayern,Oberpfalz,Neustadt a. d. Waldnaab,"Grafenwöhr, St",sentinel,0,0,0,0,99.9999999993333,0,0,0,0,100,"0",2024/03/11 09:08:11.639,EU,EU
,,"227545",2024/03/08 12:01:00,2024/03/08 12:01:00+00,"75",DE,DEU,Deutschland,Brandenburg,Brandenburg,Ostprignitz-Ruppin,"Wittstock/Dosse, Stadt",sentinel,0,0,0,0,94.7368421051385,5.26315789472992,0,0,0,100,"0",2024/03/27 13:56:07.207,EU,EU
,,"227546",2024/03/08 12:01:00,2024/03/08 12:01:00+00,"58",DE,DEU,Deutschland,Brandenburg,Brandenburg,Ostprignitz-Ruppin,"Wittstock/Dosse, Stadt",sentinel,0,0,0,0,65.5172413791974,34.4827586206302,0,0,0,100,"0",2024/03/27 13:56:40.676,EU,EU
,,"227547",2024/03/09 11:51:00,2024/03/09 11:51:00+00,"18",DE,DEU,Deutschland,Brandenburg,Brandenburg,Ostprignitz-Ruppin,"Wittstock/Dosse, Stadt",sentinel,0,0,0,0,99.9999999994445,0,0,0,0,100,"0",2024/03/27 13:57:16.167,EU,EU
,,"227548",2024/03/09 11:51:00,2024/03/09 11:51:00+00,"16",DE,DEU,Deutschland,Brandenburg,Brandenburg,Ostprignitz-Ruppin,"Wittstock/Dosse, Stadt",sentinel,0,99.9999999993333,0,0,0,0,0,0,0,100,"0",2024/03/27 13:57:35.522,EU,EU
,,"229950",2024/04/30 11:25:00,2024/04/30 11:25:00+00,"2",DE,DEU,Deutschland,Sachsen,Dresden,Görlitz,Krauschwitz,sentinel,0,0,0,0,99.999999995,0,0,0,0,100,"0",2024/05/03 11:54:14.081,EU,EU
,,"230261",2024/04/30 11:25:00,2024/04/30 11:25:00+00,"2",DE,DEU,Deutschland,Sachsen,Dresden,Görlitz,Krauschwitz,sentinel,0,24.999999999375,0,0,74.999999998125,0,0,0,0,100,"0",2024/05/15 09:23:23.839,EU,EU
,,"230848",2024/05/02 10:49:00,2024/05/02 12:29:00+00,"11",DE,DEU,Deutschland,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,"Eggesin, Stadt",sentinel,0,18.1818181816529,0,0,81.818181817438,0,0,0,0,100,"0",2024/05/29 15:16:04.083,EU,EU
,,"231288",2024/05/16 08:45:00,2024/05/16 08:45:00+00,"4",DE,DEU,Deutschland,Sachsen-Anhalt,Sachsen-Anhalt,Stendal,Schollene,sentinel,0,0,0,0,99.9999999975,0,0,0,0,100,"0",2024/06/10 14:05:49.300,EU,EU
,,"231289",2024/06/07 11:13:00,2024/06/07 11:38:00+00,"11",DE,DEU,Deutschland,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,"Eggesin, Stadt",sentinel,0,0,0,0,99.9999999988889,0,0,0,0,100,"0",2024/06/10 14:11:05.919,EU,EU
,,"231290",2024/06/07 11:13:00,2024/06/08 09:28:00+00,"5",DE,DEU,Deutschland,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,"Eggesin, Stadt",sentinel,0,0,0,0,99.9999999975,0,0,0,0,100,"0",2024/06/10 14:12:28.234,EU,EU
,,"231291",2024/06/07 11:13:00,2024/06/07 11:38:00+00,"2",DE,DEU,Deutschland,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Vorpommern-Greifswald,"Eggesin, Stadt",sentinel,0,0,0,0,99.999999995,0,0,0,0,100,"0",2024/06/10 14:13:24.924,EU,EU
